order_id,customer_id,product_id,order_date,delivered_date,quantity,payment_method,region,total_amount,shipping_cost,profit_margin
O127056,C12848,P241461,024-2/-5/,2024-12-10,1,Credit Card,East,15.34,2.76,4.14
O127057,C16311,P216641,025-8/-21,025-8/-27,1,Debit Card,South,331.17,8.98,30.76
O127058,C13042,P230711,24-/2-9/,024-2/-13,1,Credit Card,North,12.4,5.91,-0.95
O127059,C15665,P247155,023-9/-18,023-9/-22,2,Debit Card,North,64.28,6.06,19.65
O127060,C16973,P218981,024-3/-10,024-3/-14,3,Credit Card,North,412.75,9.38,135.08
O127061,C17139,P242882,24-/2-7/,024-4/-12,1,Credit Card,South,83.77,7.38,16.08
O127062,C13034,P240780,024-1/-31,24-/2-5/,2,PayPal,North,72.32,6.57,13.68
O127063,C16930,P248573,025-3/-15,025-3/-18,1,UPI,North,9.15,5.15,-1.03
O127064,C16570,P227870,024-5/-16,024-5/-20,4,Debit Card,North,511.43,8.67,52.7
O127065,C11732,P223182,25-/2-2/,25-/2-5/,1,Debit Card,Central,34.63,5.05,5.34
O127066,C17870,P235781,025-2/-14,025-2/-21,2,UPI,West,4.52,3.73,-1.92
O127067,C15340,P221001,25-/2-5/,25-/2-9/,1,Debit Card,West,485.43,9.91,48.34
O127068,C15111,P214065,024-7/-22,024-7/-29,4,PayPal,West,60.95,4.73,0.15
O127069,C13081,P229672,024-1/-3/,024-1/-6/,1,Debit Card,Central,15.45,4.7,1.48
O127070,C15239,P200887,2024-11-11,2024-11-14,1,Wallet,Central,6.55,2.46,0.49
O127071,C17802,P244414,023-2/-3/,023-2/-9/,1,Debit Card,East,7.04,4.39,-1.93
O127072,C11270,P223665,2024-12-26,2024-12-31,5,Debit Card,Central,137.13,6.7,41.3
O127073,C17527,P200744,024-9/-28,024-0/-4/,2,UPI,North,21.4,2.49,3.5
O127074,C16028,P223620,024-5/-11,024-5/-15,4,COD,Central,71.0,6.54,13.34
O127075,C17388,P219820,025-3/-28,025-3/-31,4,Credit Card,North,70.0,7.03,13.97
O127076,C14868,P221547,024-4/-30,24-/2-6/,2,Credit Card,East,70.54,6.81,21.41
O127077,C11529,P201704,025-5/-16,025-5/-21,1,Debit Card,Central,18.05,4.12,-2.68
O127078,C11081,P247379,24-/2-7/,024-3/-12,2,Credit Card,North,17.63,3.29,3.76
O127079,C17994,P204064,024-9/-12,024-9/-15,1,UPI,North,5.77,3.55,-3.09
O127080,C13531,P237994,025-2/-19,025-2/-22,1,Wallet,Central,65.58,5.35,13.01
O127081,C11151,P210718,2024-12-31,25-/2-3/,4,Credit Card,North,1219.53,10.98,135.36
O127082,C11722,P247308,2024-12-10,2024-12-14,1,UPI,West,689.32,8.98,73.74
O127083,C10716,P204214,2024-10-19,2024-10-24,1,COD,West,25.81,4.55,4.48
O127084,C16229,P225061,025-5/-20,025-5/-25,2,PayPal,West,11.8,4.24,1.07
O127085,C14199,P211502,025-7/-24,025-7/-27,1,Credit Card,North,13.49,3.87,0.85
O127086,C12190,P237895,024-9/-11,024-9/-16,1,Debit Card,East,69.07,5.55,2.74
O127087,C10204,P242026,024-9/-29,024-0/-3/,1,PayPal,North,28.52,4.18,7.23
O127088,C16784,P232137,025-7/-22,025-7/-25,2,Debit Card,North,15.42,4.81,-3.58
O127089,C13829,P246888,024-9/-30,024-0/-4/,1,Debit Card,West,776.64,10.88,82.32
O127090,C13109,P248845,24-/2-5/,024-8/-11,1,UPI,East,170.63,9.17,11.31
O127091,C14094,P210007,024-7/-25,024-7/-31,1,Credit Card,South,220.8,9.48,52.34
O127092,C15482,P243758,24-/2-2/,24-/2-9/,1,Credit Card,East,36.68,6.35,6.49
O127093,C15740,P248916,024-5/-21,024-5/-28,1,COD,East,39.13,6.42,9.23
O127094,C11332,P239305,24-/2-7/,024-5/-11,1,Debit Card,North,91.01,5.83,21.47
O127095,C17219,P228205,24-/2-9/,024-4/-12,2,Credit Card,North,238.88,8.96,19.71
O127096,C12048,P249349,024-9/-28,024-0/-3/,1,PayPal,North,42.57,4.6,14.56
O127097,C16154,P240399,025-8/-27,25-/2-1/,5,Credit Card,East,26.4,6.45,2.79
O127098,C11849,P231864,023-0/-9/,2023-10-14,2,PayPal,Central,20.48,4.45,-2.81
O127099,C14842,P227947,24-/2-7/,024-9/-15,1,PayPal,West,34.82,4.8,4.95
O127100,C15759,P245275,025-3/-11,025-3/-16,1,Debit Card,West,6.43,4.07,-3.56
O127101,C11237,P204963,025-3/-21,025-3/-28,1,PayPal,South,220.98,8.06,18.46
O127102,C12018,P247197,24-/2-6/,024-1/-11,1,Debit Card,South,300.95,8.02,28.09
O127103,C15051,P222680,024-5/-20,024-5/-24,2,UPI,South,135.3,7.73,30.15
O127104,C16898,P224486,24-/2-9/,024-7/-13,1,PayPal,Central,14.63,4.35,-3.18
O127105,C17723,P231438,025-1/-18,025-1/-24,1,Debit Card,East,8.09,3.26,0.38
O127106,C10517,P221246,025-3/-31,25-/2-4/,1,Credit Card,North,32.68,4.0,9.07
O127107,C17835,P203341,023-9/-24,023-9/-29,4,COD,North,201.12,7.75,62.64
O127108,C11438,P247921,024-7/-21,024-7/-24,1,Debit Card,Central,190.89,6.56,16.35
O127109,C14086,P207747,2023-11-25,2023-11-30,1,Credit Card,West,33.86,7.46,4.39
O127110,C15127,P208448,024-2/-6/,2024-12-10,1,COD,West,60.88,7.21,11.05
O127111,C12052,P210940,024-9/-22,024-9/-27,4,Credit Card,East,171.52,8.89,59.72
O127112,C17529,P235330,2023-11-27,023-2/-4/,1,Wallet,Central,91.26,6.64,18.91
O127113,C16837,P215596,023-2/-4/,023-2/-9/,1,Credit Card,Central,81.41,6.6,21.89
O127114,C16255,P230627,2023-11-28,023-2/-4/,1,PayPal,North,39.73,4.93,12.95
O127115,C17147,P218051,025-8/-10,025-8/-15,1,Credit Card,South,70.1,7.67,16.86
O127116,C14368,P222698,25-/2-1/,25-/2-5/,1,UPI,North,33.34,4.34,10.66
O127117,C14517,P206413,024-8/-22,024-8/-27,1,Debit Card,North,132.64,6.04,9.88
O127118,C12312,P219032,025-6/-14,025-6/-19,1,Debit Card,West,42.28,6.88,10.03
O127119,C15577,P205734,24-/2-6/,024-5/-11,3,UPI,South,78.6,6.57,24.87
O127120,C12259,P241596,2024-10-29,024-1/-3/,1,Debit Card,West,4.36,3.56,-1.6
O127121,C13149,P230786,024-3/-24,24-/2-1/,4,PayPal,East,1478.28,9.4,167.99
O127122,C10781,P217963,025-1/-25,025-1/-30,1,Credit Card,Central,33.61,5.2,6.56
O127123,C12713,P223999,25-/2-8/,025-9/-13,1,Credit Card,South,99.93,6.5,5.49
O127124,C11244,P216518,025-2/-28,25-/2-4/,1,Debit Card,West,17.76,3.45,4.54
O127125,C12416,P228407,025-4/-15,025-4/-21,1,Debit Card,East,880.51,11.74,93.92
O127126,C17101,P229501,025-4/-25,25-/2-1/,1,COD,East,43.06,5.49,11.73
O127127,C16490,P236888,24-/2-3/,24-/2-9/,2,COD,South,7.56,2.13,0.89
O127128,C16168,P235280,023-2/-9/,2023-12-15,1,UPI,East,238.74,8.13,20.52
O127129,C10975,P229045,024-3/-22,024-3/-26,2,Debit Card,North,160.1,5.64,42.39
O127130,C13491,P226819,24-/2-9/,024-8/-13,3,Debit Card,West,376.53,9.48,103.48
O127131,C13425,P223231,025-6/-15,025-6/-18,1,Credit Card,Central,201.57,7.86,48.58
O127132,C15839,P224432,024-7/-24,024-7/-30,2,PayPal,South,1183.72,8.81,133.24
O127133,C10416,P226745,025-1/-28,25-/2-2/,2,PayPal,West,620.75,11.46,63.03
O127134,C16658,P229443,024-6/-18,024-6/-22,1,Credit Card,West,220.33,9.45,56.65
O127135,C10214,P244917,2023-11-23,2023-11-27,1,Credit Card,South,38.23,4.22,9.16
O127136,C13978,P234000,024-5/-17,024-5/-22,4,Credit Card,East,13.57,3.29,2.82
O127137,C11135,P244332,2023-10-18,2023-10-24,1,COD,East,11.96,5.58,-0.8
O127138,C17097,P230296,025-2/-11,025-2/-14,1,COD,Central,7.31,4.45,-1.16
O127139,C13775,P241913,024-3/-14,024-3/-17,1,COD,North,12.24,3.57,-2.59
O127140,C15009,P242498,2024-11-11,2024-11-16,3,COD,Central,366.87,10.68,99.38
O127141,C11582,P249114,025-1/-14,025-1/-19,1,COD,East,61.18,4.96,16.45
O127142,C16120,P226485,2023-11-10,2023-11-17,3,Debit Card,West,45.78,4.13,14.18
O127143,C14523,P205653,024-4/-23,024-4/-27,2,UPI,South,134.1,8.55,38.38
O127144,C10732,P237926,024-2/-4/,024-2/-9/,3,Credit Card,South,7.8,1.78,-1.16
O127145,C12746,P204089,025-5/-19,025-5/-26,2,Debit Card,East,757.44,10.5,201.58
O127146,C17729,P225194,024-5/-13,024-5/-18,1,PayPal,South,22.86,4.38,-2.55
O127147,C17876,P243748,024-8/-19,024-8/-24,1,Credit Card,West,84.96,7.62,22.12
O127148,C12263,P226485,24-/2-5/,24-/2-9/,1,Credit Card,Central,60.92,6.48,0.83
O127149,C14508,P237069,024-7/-14,024-7/-18,1,PayPal,West,17.81,3.02,3.21
O127150,C13804,P245638,024-5/-10,024-5/-14,3,Credit Card,West,239.34,7.6,21.12
O127151,C12427,P214747,025-7/-19,025-7/-23,4,Credit Card,South,787.36,9.39,226.82
O127152,C15721,P227980,024-6/-19,024-6/-26,1,Credit Card,South,62.17,7.87,13.89
O127153,C10231,P237071,024-3/-24,024-3/-29,1,Debit Card,Central,5.48,2.19,0.28
O127154,C14930,P241364,2023-11-25,2023-11-30,2,COD,South,121.14,6.46,29.88
O127155,C14353,P227011,2024-11-21,2024-11-27,1,UPI,West,80.53,6.49,17.67
O127156,C17832,P226086,2024-10-28,2024-10-31,4,PayPal,North,85.44,6.47,27.71
O127157,C15375,P223933,2023-12-14,2023-12-19,1,COD,West,162.88,6.99,12.56
O127158,C10402,P204962,2024-12-22,2024-12-25,1,Debit Card,Central,153.43,6.02,12.39
O127159,C16567,P243278,024-7/-20,024-7/-27,1,PayPal,South,296.52,10.27,25.31
O127160,C14865,P245048,2023-10-21,2023-10-26,1,Credit Card,South,292.33,8.69,26.39
O127161,C10064,P200857,023-9/-17,023-9/-20,1,Wallet,Central,25.66,4.48,2.7
O127162,C12237,P228305,025-2/-27,25-/2-4/,1,Debit Card,West,16.55,4.85,-3.53
O127163,C17770,P239539,024-4/-23,024-4/-29,1,COD,South,14.67,5.47,-0.34
O127164,C10949,P240327,24-/2-8/,024-7/-14,1,PayPal,East,207.73,8.55,49.61
O127165,C10172,P216403,024-1/-12,024-1/-18,1,COD,East,31.18,5.13,7.34
O127166,C16902,P202420,024-1/-15,024-1/-20,1,Debit Card,East,37.18,4.67,-1.7
O127167,C17935,P211218,25-/2-1/,25-/2-6/,1,COD,South,3.3,2.49,-2.23
O127168,C12675,P240691,2023-12-26,2023-12-29,1,Wallet,North,58.87,3.55,20.0
O127169,C16704,P216450,024-6/-15,024-6/-20,1,Credit Card,Central,183.71,9.32,42.12
O127170,C11250,P230134,25-/2-2/,25-/2-5/,1,Credit Card,North,98.78,6.54,28.03
O127171,C13048,P203133,2024-11-20,2024-11-24,3,Credit Card,South,11.55,3.0,2.2
O127172,C17748,P233553,2023-10-14,2023-10-21,1,Credit Card,South,21.63,4.55,3.02
O127173,C14005,P247054,023-9/-19,023-9/-25,1,Credit Card,South,56.73,7.28,-0.47
O127174,C15507,P240503,24-/2-7/,024-6/-11,1,Credit Card,South,3.64,3.83,-3.54
O127175,C16544,P216135,025-6/-10,025-6/-16,1,COD,West,279.24,8.38,69.81
O127176,C10637,P203690,25-/2-7/,025-6/-10,1,UPI,Central,67.71,6.64,12.32
O127177,C10948,P234315,2024-10-13,2024-10-18,1,COD,West,24.22,5.67,5.23
O127178,C12260,P245231,025-1/-19,025-1/-24,1,Credit Card,South,77.68,5.03,16.72
O127179,C16196,P216742,025-5/-21,025-5/-26,1,Debit Card,Central,94.5,6.16,20.3
O127180,C16767,P247934,024-3/-31,24-/2-3/,1,Debit Card,North,14.07,3.9,-2.77
O127181,C11694,P201562,24-/2-8/,024-6/-14,1,Debit Card,East,13.22,3.91,1.38
O127182,C14847,P204386,25-/2-7/,025-1/-11,1,COD,West,5.13,1.68,0.12
O127183,C14757,P218561,024-7/-28,24-/2-3/,1,Debit Card,East,84.26,6.51,22.98
O127184,C16282,P233246,025-3/-10,025-3/-13,1,Debit Card,North,41.41,6.26,6.16
O127185,C16561,P217031,2023-12-10,2023-12-15,1,Wallet,South,30.27,5.19,8.43
O127186,C17792,P200263,023-1/-8/,2023-11-14,2,Credit Card,South,46.22,4.62,13.87
O127187,C10142,P223486,024-1/-24,024-1/-27,2,Credit Card,Central,48.18,6.22,8.23
O127188,C16001,P236510,024-7/-18,024-7/-23,1,Credit Card,North,27.69,2.69,5.62
O127189,C16652,P206646,025-5/-15,025-5/-20,3,Credit Card,South,22.49,5.3,-3.5
O127190,C16793,P231903,025-8/-24,025-8/-28,1,PayPal,North,9.72,2.75,1.14
O127191,C14581,P211148,25-/2-6/,25-/2-9/,1,Credit Card,Central,19.66,3.92,2.96
O127192,C15087,P248981,024-9/-22,024-9/-27,2,Wallet,North,18.56,4.92,2.5
O127193,C11460,P226137,25-/2-7/,025-8/-11,1,Credit Card,North,19.44,4.21,2.59
O127194,C13887,P237968,25-/2-9/,025-6/-13,1,Debit Card,South,2.17,1.93,-1.76
O127195,C16686,P226012,024-2/-11,024-2/-15,1,UPI,North,3.81,3.2,-1.68
O127196,C10292,P247578,24-/2-2/,24-/2-8/,1,UPI,East,702.21,10.5,73.77
O127197,C11643,P215223,25-/2-8/,025-9/-13,1,Credit Card,East,35.17,5.32,8.75
O127198,C17451,P218389,24-/2-5/,24-/2-9/,4,Debit Card,West,379.13,8.46,97.7
O127199,C12718,P214353,2023-10-26,2023-10-30,4,COD,North,24.28,2.97,-1.03
O127200,C10837,P225483,25-/2-1/,25-/2-7/,1,Credit Card,East,113.97,6.94,24.97
O127201,C11037,P232897,2023-10-20,2023-10-25,4,Debit Card,South,350.24,8.19,33.84
O127202,C16777,P241897,2024-12-31,25-/2-6/,3,Debit Card,South,30.81,4.17,6.61
O127203,C15846,P220102,2024-12-19,2024-12-24,1,PayPal,East,30.03,6.06,2.35
O127204,C10271,P217198,024-4/-10,024-4/-15,2,Credit Card,Central,57.35,5.52,20.29
O127205,C15144,P228538,025-3/-13,025-3/-16,1,PayPal,Central,579.61,8.1,61.45
O127206,C11958,P205849,024-6/-14,024-6/-18,2,UPI,North,222.36,7.68,54.58
O127207,C12369,P227957,024-4/-15,024-4/-19,1,Credit Card,South,34.32,6.02,3.59
O127208,C10805,P200014,25-/2-5/,25-/2-9/,1,UPI,Central,10.08,3.72,0.31
O127209,C15800,P213807,024-5/-26,24-/2-2/,4,UPI,West,360.48,7.9,118.27
O127210,C13174,P210229,24-/2-6/,024-2/-11,1,UPI,South,104.62,8.12,21.17
O127211,C15985,P203488,024-6/-19,024-6/-24,1,UPI,South,84.53,7.87,15.8
O127212,C10882,P246062,25-/2-8/,025-9/-14,1,PayPal,South,26.42,4.84,7.05
O127213,C17207,P225282,023-1/-6/,2023-11-11,1,Debit Card,South,10.62,2.48,1.77
O127214,C16378,P233470,2023-11-21,2023-11-24,1,Credit Card,Central,10.42,4.25,-1.12
O127215,C10831,P206575,024-1/-11,024-1/-18,2,COD,South,764.26,10.5,203.49
O127216,C15208,P248193,025-8/-31,25-/2-5/,1,Debit Card,North,33.38,5.89,9.13
O127217,C13171,P248208,2023-11-25,2023-11-29,1,Credit Card,North,160.9,6.78,49.54
O127218,C12191,P214272,024-5/-24,024-5/-27,1,Debit Card,Central,666.65,9.05,70.95
O127219,C12040,P222544,024-8/-28,24-/2-1/,1,COD,South,28.03,6.15,3.66
O127220,C15201,P214368,024-6/-24,024-6/-29,1,Credit Card,West,72.65,8.45,11.89
O127221,C16732,P239260,024-5/-13,024-5/-16,1,PayPal,North,30.5,6.89,1.65
O127222,C11594,P205499,25-/2-5/,025-8/-11,3,Credit Card,East,489.97,8.37,138.62
O127223,C16372,P218939,025-2/-12,025-2/-15,3,PayPal,Central,41.19,8.27,-4.97
O127224,C11626,P229317,025-1/-17,025-1/-21,1,COD,South,46.46,6.6,6.41
O127225,C15985,P211178,024-3/-24,024-3/-29,1,Debit Card,South,986.8,10.87,107.55
O127226,C17562,P203939,25-/2-4/,25-/2-7/,1,Credit Card,North,498.33,9.75,50.05
O127227,C13584,P249949,024-1/-29,24-/2-1/,4,Credit Card,Central,2984.72,10.89,347.28
O127228,C15900,P230601,24-/2-5/,24-/2-8/,2,Credit Card,North,6.69,3.36,-2.82
O127229,C17965,P225060,2024-10-15,2024-10-19,2,PayPal,West,25.64,3.28,-1.23
O127230,C15316,P215706,024-8/-12,024-8/-16,1,PayPal,West,1339.62,9.75,151.0
O127231,C10273,P203674,24-/2-2/,24-/2-6/,1,Credit Card,Central,22.22,2.88,4.9
O127232,C10589,P227287,25-/2-6/,25-/2-9/,1,Credit Card,North,60.78,5.15,13.08
O127233,C12700,P241402,023-1/-5/,023-1/-9/,1,Credit Card,West,270.3,7.8,24.64
O127234,C17967,P234421,2023-11-26,023-2/-2/,1,Credit Card,East,4.12,3.95,-2.1
O127235,C10582,P209154,2024-12-28,25-/2-3/,1,Credit Card,South,7.03,2.63,0.18
O127236,C15063,P245413,025-8/-12,025-8/-16,1,Debit Card,West,6.77,4.25,-1.54
O127237,C13633,P223065,025-1/-29,25-/2-1/,1,Credit Card,North,10.92,3.53,-0.25
O127238,C11990,P245676,024-9/-17,024-9/-23,4,PayPal,East,658.58,8.98,70.05
O127239,C16515,P226406,024-9/-22,024-9/-25,1,Debit Card,Central,41.56,4.85,9.7
O127240,C17247,P248337,24-/2-7/,024-9/-14,2,PayPal,South,2.27,1.62,-1.44
O127241,C11258,P212034,25-/2-9/,025-2/-17,1,Debit Card,East,42.31,4.65,10.16
O127242,C15406,P229477,024-9/-26,024-9/-29,4,Credit Card,Central,753.98,11.97,199.14
O127243,C12866,P229737,025-3/-10,025-3/-15,1,Credit Card,North,12.12,4.12,0.12
O127244,C13738,P200815,2024-12-13,2024-12-17,1,Credit Card,South,115.51,7.23,33.2
O127245,C10571,P230296,025-5/-19,025-5/-24,3,Credit Card,South,94.08,8.28,24.65
O127246,C10544,P239735,024-1/-20,024-1/-25,1,UPI,South,31.69,4.78,6.31
O127247,C15556,P243496,2023-11-11,2023-11-16,1,PayPal,West,16.22,3.53,2.96
O127248,C14222,P216938,025-4/-17,025-4/-21,2,Credit Card,Central,424.68,8.79,42.17
O127249,C14828,P235560,025-3/-21,025-3/-25,2,Credit Card,South,52.0,6.9,16.5
O127250,C17879,P222249,025-8/-24,025-8/-29,3,PayPal,South,10.74,2.8,-1.94
O127251,C14512,P238986,25-/2-4/,25-/2-8/,1,Credit Card,South,27.46,4.23,-2.03
O127252,C10637,P239676,2023-11-12,2023-11-19,1,COD,East,47.4,5.03,16.3
O127253,C10040,P229496,25-/2-1/,25-/2-7/,1,Credit Card,East,55.89,5.59,13.97
O127254,C14882,P213460,2023-10-18,2023-10-22,1,Credit Card,South,69.34,9.05,15.22
O127255,C17636,P212254,2024-10-29,024-1/-3/,1,Credit Card,East,131.23,6.68,32.69
O127256,C14392,P211957,025-6/-10,025-6/-13,1,COD,Central,9.47,2.96,-2.2
O127257,C11620,P237070,25-/2-6/,25-/2-9/,1,UPI,North,99.71,6.02,5.95
O127258,C13672,P207852,024-3/-24,024-3/-28,5,Credit Card,South,48.55,4.87,14.55
O127259,C14137,P201264,025-4/-21,025-4/-25,1,COD,North,751.45,9.9,80.27
O127260,C16775,P223203,25-/2-4/,25-/2-8/,1,COD,South,58.9,7.76,12.85
O127261,C17446,P247678,025-6/-29,25-/2-2/,1,Debit Card,North,44.29,5.54,14.39
O127262,C17626,P241853,24-/2-4/,24-/2-9/,1,Credit Card,South,108.37,7.1,30.83
O127263,C14128,P248362,023-0/-1/,023-0/-5/,1,UPI,West,83.67,8.16,16.94
O127264,C11299,P210364,024-9/-10,024-9/-15,1,PayPal,West,76.98,5.21,16.34
O127265,C16808,P218688,025-8/-14,025-8/-19,1,PayPal,South,32.58,3.95,7.45
O127266,C17257,P227739,024-8/-26,024-8/-30,1,PayPal,West,16.51,1.43,6.0
O127267,C14711,P248834,024-7/-11,024-7/-15,1,Debit Card,North,949.78,10.24,103.73
O127268,C15043,P236726,024-1/-13,024-1/-19,1,Credit Card,South,23.42,4.6,2.43
O127269,C15643,P215566,2023-11-19,2023-11-24,2,Debit Card,Central,13.36,4.01,2.0
O127270,C10159,P238304,2023-12-23,2023-12-28,1,COD,East,7.45,3.3,-2.7
O127271,C11952,P228959,025-4/-23,025-4/-26,2,Credit Card,North,1037.05,10.2,114.25
O127272,C16601,P225814,023-9/-25,023-9/-29,1,Debit Card,South,188.12,9.25,47.19
O127273,C11731,P216057,24-/2-7/,024-9/-11,1,Debit Card,West,90.83,7.0,24.79
O127274,C12446,P214973,023-9/-14,023-9/-20,1,Credit Card,West,124.85,8.18,26.78
O127275,C15938,P218201,025-7/-28,025-7/-31,2,Debit Card,Central,191.65,9.07,58.01
O127276,C15893,P249918,025-8/-12,025-8/-17,1,UPI,North,15.53,4.79,0.65
O127277,C13162,P243519,2024-11-17,2024-11-21,1,COD,South,117.18,6.8,26.01
O127278,C11732,P249724,024-2/-4/,024-2/-8/,1,Credit Card,North,161.5,7.03,12.35
O127279,C10580,P246480,2024-10-22,2024-10-26,1,UPI,West,8.27,2.17,1.14
O127280,C17633,P238088,2023-10-22,2023-10-29,1,Wallet,East,2.38,1.69,-1.5
O127281,C10219,P224132,024-4/-19,024-4/-23,1,Credit Card,North,177.74,7.14,14.19
O127282,C17586,P243292,024-8/-20,024-8/-26,1,PayPal,East,2.7,1.76,-0.68
O127283,C14474,P229317,25-/2-8/,025-7/-11,2,Credit Card,Central,344.14,7.85,33.45
O127284,C11749,P249902,024-7/-17,024-7/-21,1,Debit Card,North,14.67,5.4,0.47
O127285,C17073,P219195,24-/2-7/,024-5/-12,4,Wallet,South,47.09,6.61,14.58
O127286,C11470,P223738,2023-10-18,2023-10-25,2,Debit Card,North,124.03,7.63,35.78
O127287,C15059,P219938,024-1/-30,24-/2-2/,1,UPI,North,10.52,2.62,2.11
O127288,C15265,P202418,24-/2-7/,024-5/-11,1,Debit Card,West,18.23,4.93,0.17
O127289,C14328,P237908,024-4/-14,024-4/-17,1,UPI,Central,8.44,3.0,0.8
O127290,C11394,P202988,24-/2-6/,24-/2-9/,1,Credit Card,Central,200.46,6.9,49.23
O127291,C10921,P233622,25-/2-4/,025-9/-10,2,Debit Card,East,43.74,5.81,11.69
O127292,C16377,P235618,024-1/-10,024-1/-16,2,Debit Card,East,626.7,10.6,64.6
O127293,C12773,P203379,25-/2-3/,25-/2-6/,2,Debit Card,Central,77.44,5.17,21.93
O127294,C14462,P230765,024-3/-30,24-/2-5/,1,Debit Card,East,35.03,6.18,9.58
O127295,C14576,P200193,025-4/-24,025-4/-28,1,PayPal,West,8.35,4.07,-0.31
O127296,C15692,P246136,025-5/-21,025-5/-28,2,Debit Card,East,253.0,8.62,21.74
O127297,C13434,P226153,25-/2-4/,25-/2-9/,1,Credit Card,West,90.57,7.38,3.49
O127298,C16733,P242440,025-2/-15,025-2/-19,2,UPI,Central,332.48,9.07,30.83
O127299,C13582,P229004,25-/2-5/,025-2/-10,1,Wallet,North,49.53,6.51,7.36
O127300,C11118,P225322,024-1/-9/,2024-11-14,1,UPI,West,113.67,8.13,31.65
O127301,C11865,P211279,25-/2-7/,025-9/-11,1,Credit Card,Central,3.14,1.82,-0.41
O127302,C16130,P222016,2023-12-25,2023-12-28,1,Debit Card,Central,85.17,7.99,15.86
O127303,C14311,P215079,2024-10-23,2024-10-29,1,Credit Card,East,146.18,8.08,32.85
O127304,C10724,P224725,025-5/-17,025-5/-22,3,UPI,South,145.89,7.15,51.21
O127305,C15935,P207983,024-1/-16,024-1/-21,1,COD,South,85.88,6.69,31.96
O127306,C10711,P222137,025-6/-17,025-6/-22,1,Wallet,East,14.5,4.98,-0.63
O127307,C15983,P212057,025-1/-26,025-1/-31,1,Credit Card,Central,38.57,4.79,6.01
O127308,C17710,P221281,24-/2-3/,24-/2-9/,1,Credit Card,East,138.35,8.4,46.94
O127309,C11825,P245937,024-8/-27,24-/2-1/,1,Debit Card,Central,172.24,7.6,13.07
O127310,C13926,P239737,025-2/-20,025-2/-25,1,COD,West,17.53,4.1,0.81
O127311,C15080,P221716,2024-12-24,2024-12-28,1,COD,West,931.89,10.9,100.93
O127312,C15254,P206534,2024-11-10,2024-11-16,1,COD,South,217.87,9.94,16.2
O127313,C15202,P240888,25-/2-1/,25-/2-6/,1,Debit Card,East,153.69,7.29,11.15
O127314,C10390,P242635,025-2/-15,025-2/-18,2,Debit Card,North,62.98,6.12,11.51
O127315,C11070,P238558,025-2/-22,025-2/-28,1,COD,South,64.45,6.53,12.8
O127316,C14487,P249134,2024-10-15,2024-10-20,1,UPI,East,26.17,5.31,3.85
O127317,C12765,P226965,24-/2-2/,24-/2-7/,1,Wallet,East,621.66,10.64,63.96
O127318,C14480,P217057,2023-11-21,2023-11-28,1,Debit Card,East,33.41,4.81,5.21
O127319,C12428,P236469,023-9/-28,023-0/-3/,1,Debit Card,Central,9.45,2.81,0.5
O127320,C17244,P217744,24-/2-8/,024-2/-11,1,COD,Central,39.73,7.31,4.61
O127321,C15378,P211258,2023-11-15,2023-11-19,1,Credit Card,South,306.68,8.01,28.79
O127322,C16747,P244106,024-4/-26,024-4/-30,1,Wallet,Central,24.53,3.94,4.65
O127323,C15029,P211809,025-1/-10,025-1/-14,3,PayPal,North,36.51,5.66,10.77
O127324,C16066,P203067,024-1/-21,024-1/-25,1,Credit Card,Central,11.38,3.27,1.28
O127325,C14494,P226738,25-/2-4/,025-8/-11,1,Debit Card,Central,212.52,9.61,54.15
O127326,C12147,P234212,024-9/-20,024-9/-24,1,UPI,Central,122.48,6.04,28.25
O127327,C13572,P212217,2023-10-31,023-1/-5/,1,Credit Card,East,83.66,4.23,20.87
O127328,C14478,P221871,023-9/-29,023-0/-3/,1,COD,South,15.64,3.82,3.22
O127329,C12754,P205179,025-5/-14,025-5/-17,1,Credit Card,North,2.92,2.34,-1.17
O127330,C13263,P203353,2024-11-13,2024-11-18,1,UPI,East,44.46,4.52,13.26
O127331,C17747,P223165,024-1/-9/,2024-11-14,1,Credit Card,East,2.81,0.32,-0.1
O127332,C13825,P222444,24-/2-4/,24-/2-7/,1,UPI,North,117.08,6.77,7.28
O127333,C17769,P205919,24-/2-1/,24-/2-6/,1,Debit Card,East,34.41,6.94,5.1
O127334,C13416,P215556,024-9/-19,024-9/-22,2,Credit Card,North,23.62,6.09,2.18
O127335,C12057,P213011,024-4/-14,024-4/-18,1,Credit Card,West,28.04,5.05,7.57
O127336,C12311,P247602,24-/2-8/,024-8/-12,2,UPI,Central,146.39,7.73,36.19
O127337,C17435,P246662,24-/2-7/,024-4/-12,1,Debit Card,Central,36.92,5.01,7.91
O127338,C12879,P218154,25-/2-6/,025-8/-11,1,Credit Card,West,436.43,8.96,113.24
O127339,C16773,P222294,25-/2-7/,025-2/-11,1,Debit Card,Central,30.44,4.11,9.59
O127340,C16905,P212736,025-7/-11,025-7/-15,3,Credit Card,North,418.5,8.28,117.27
O127341,C13642,P242662,024-1/-19,024-1/-23,1,Credit Card,North,302.2,10.22,26.04
O127342,C16338,P216578,025-2/-14,025-2/-20,3,COD,East,14.88,2.27,-1.08
O127343,C12609,P213996,023-2/-5/,023-2/-9/,1,COD,North,64.04,5.81,1.87
O127344,C11430,P225150,2024-11-26,024-2/-1/,1,Credit Card,West,11.84,6.2,-5.25
